data_collector|person_id|height|head.height|head.circumference|arm.span|floor.navel|units|writing|eye|eye.color|swinging|age|gender|quality|minutes|ethnicity|notes|my.units|hand.length|hand.width|hand.elbow|elbow.armpit|arm.reach|foot.length|floor.kneepit|floor.hip|floor.armpit|my.ethnicity|my.gender|new.units|my.eye|my.writing|my.swinging|my.eye.color
ed892caec7a86a00ec5fbefdf5f44faf|99a156a62a0944ba6887b90d4fd77b15|165.9|21|56|166.5|95|cm|right|left|blue-grey|right|53|male|9|19|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|17.8|19.9|43.85|30|201|24.2|42|84.1|122.6|w|m|cm|l|r|r|bl-g
ed892caec7a86a00ec5fbefdf5f44faf|48cebdedc0acd343de4853d8e649058d|168|23|57|172|95|cm|right|left|brown|right|21|female|9|20|white|white european, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|17|20.05|44.2|30|216.75|24.4|49|87.9|104.15|w|f|cm|l|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|fc45e3258bed8dcae88f0dc0b3da94df|168.5|21|55.5|170|103.5|cm|right|right|brown|right|55|female|10|15|white|white european, I gave a 10 on quality because I did the measurement myself|cm|18.9|21.25|45.45|31.75|213|25.75|41.75|91.75|132.5|w|f|cm|r|r|r|br
ed892caec7a86a00ec5fbefdf5f44faf|437d461430ecc08e2d51abbcf5ce9b3c|186|21.5|59.5|188.8|114.5|cm|right|left|blue|right|56|male|10|16|white|white european, I gave a 10 on quality because I did the measurement myself|cm|20|22.6|50.6|34.75|237.5|28.25|47.5|96.25|147|w|m|cm|l|r|r|bl
ed892caec7a86a00ec5fbefdf5f44faf|1ef53b7d22b7e7eafc7c7524078ac709|170|18.5|56|176|104|cm|right|right|brown|right|22|male|9|20|asian|vietnamese, I gave a 9 on quality because I did not do the measurement myself but I know the person did it very accurate|cm|19|21.5|40|21.25|218.5|26|42|93|130|a|m|cm|r|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|4e87b49a355ca3040c49e3f513e07a7b|168.9|21.5|55.5|174|100.5|cm|right|equal|brown|right|28|female|10|10|asian|possible ancestry may include: korean,japanese|cm|19|21.9|44.5|25.65|208.9|24.3|46.05|96.75|127.6|a|f|cm|b|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|42cf3ac3c39863c610fd0c41888fbcf4|181|22.8|56|190.5|108.2|cm|both|equal|brown|right|38|male|10|10|white|possible ancestry may include: portuguese,danish,norwegian,polish,mexican|cm|19.7|21.6|47.6|26.7|230.95|26.7|51.7|103.2|136.25|w|m|cm|b|b|r|br
86687ae28f9bf74f509bc9cff3e967fe|8545c7da3bff6d5e778c19a8e759e351|160|22|61|157.5|94|cm|right|left|brown|right|28|female|7|15|asian|possible ancestry may include: korean|cm|17.2|19.5|35.9|26|197.95|22|41|91|119.7|a|f|cm|l|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|2264bdbc3a7aae3cb9b76b698f187fcf|173|25|58.4|182|104|cm|right|right|green|right|29|male|7|15|white|possible ancestry may include: jewish|cm|18.9|21.1|41.5|25.4|212|25|44.35|98.5|131.5|w|m|cm|r|r|r|gr
86687ae28f9bf74f509bc9cff3e967fe|0eeb85d58ab4b0dee8fe59e66fd1aa77|163|22|55|170|97|cm|right|equal|brown|right|63|female|7|12|asian|possible ancestry may include: korean,japanese|cm|17.1|20.3|41.5|24.15|207.2|24.15|43.05|92.1|129.1|a|f|cm|b|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|1914e0a159363f777885a7f1faca745c|185.4|24.3|58|181.6|109.2|cm|right|right|blue|right|32|male|8|9|white|possible ancestry may include: german|cm|18.4|20.3|45.45|24.75|226.55|30.5|73.55|101.6|144.15|w|m|cm|r|r|r|bl
86687ae28f9bf74f509bc9cff3e967fe|b571d735f163b7bc0d011649a9577981|163|21|54|147.3|101.6|cm|right|equal|brown|right|29|female|6|8|white|possible ancestry may include: korean|cm|15|18|39.15|21.1|200.45|22.15|45.9|91.45|132|w|f|cm|b|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|94d8bb7c1e4e9711d4e3bbb0615216e5|167|23|55.5|171|100|cm|right|left|brown|right|48|female|7|10|hispanic|possible ancestry may include: mexican, native|cm|18|22|40.5|24.5|213|26.5|43|92.5|126.25|h|f|cm|l|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|39a76aa6cff34621da972e912ea7437f|167.7|31|57.6|168.9|98.1|cm|right|equal|brown|right|55|female|7|10|pacific islander|possible ancestry may include: samoan, german|cm|21.2|22.1|46.55|20.3|212.5|25.85|50.5|94.55|133.5|pi|f|cm|b|r|r|br
86687ae28f9bf74f509bc9cff3e967fe|aa0f777f2621c645eb8ebc33644c1fc8|167.7|30|54.6|174|106.7|cm|right|right|hazel|right|39|female|6|10|hispanic|possible ancestry may include: mexican,german|cm|17.15|20.3|41.95|35.55|212.2|27.5|45.7|94|131.45|h|f|cm|r|r|r|ha
ecfaf244516c0630fcdef6fbabceabbb|c6b2f100d6271c6090f4275221ed6acd|160.02|19.05|55.88|167.64|98.425|Inch|right|right|Brown|right|22|male|10|24|African American|possible ancestry may include: Ethiopian|in|17.78|19.05|43.18|23.495|205.74|26.2255|42.2275|88.9|141.605|b|m|cm|r|r|r|br
ecfaf244516c0630fcdef6fbabceabbb|10b30419e35ec26acc14169166056031|148.59|19.05|58.42|150.6982|90.17|Inch|right|left|Brown|right|11|female|9|20|African American|possible ancestry may include: Ethiopian|in|15.9766|15.24|38.735|23.6982|196.85|22.225|40.64|83.82|114.3|b|f|cm|l|r|r|br
ecfaf244516c0630fcdef6fbabceabbb|a0efd91ed85b6c75933d3381b8cb634f|165.1|18.415|53.975|165.1|101.6|Inch|left|left|Brown|left|13|male|9|17|African American|possible ancestry may include: Ethiopian|in|17.78|16.8275|43.4975|27.94|212.09|24.13|48.9966|91.44|129.54|b|m|cm|l|l|l|br
67e1e1164469564c1513c6826d7f2372|256797eb19c0fa5688bb135ac9441f2d|175.26|17.78|56.642|170.18|104.14|Inch|right|left|Brown|right|17|male|8|16|African American|possible ancestry may include: Ethiopian,    quickly estimated a couple measurments|in|17.145|15.24|42.545|25.4|224.79|25.4|48.26|96.52|123.19|b|m|cm|l|r|r|br
5ec754244f7607ffe7adb8de39646687|8ecc0180e629c0d5450b50a4c9780587|172.72|18.415|44.45|173.355|92.71|Inch|left|right|Brown|left|14|male|10|27|African American|possible ancestry may include: Ethiopian|in|20.0025|21.9075|46.6725|36.5125|199.0725|26.3525|44.7675|87.63|130.4925|b|m|cm|r|l|l|br
b5308193c0efcd28009d8b24742fda85|6cbfe40d341ebdb303629ddc4f360e7b|172.72|21.59|51.435|177.8|89.535|Inch|right|left|Brown|right|22|male|9|26|Asian|possible ancestry may include: Vietnamiese|in|21.59|22.225|46.0375|38.1|200.9775|26.67|44.7675|82.55|127.9525|a|m|cm|l|r|r|br
0e672b35628c692c17853f0c53986f17|5c2f639550d9c99da8a2eefb68a5f1b6|177.8|21.59|48.26|185.42|86.995|Inch|left|left|Brown|left|21|male|10|16|Caucasian|possible ancestry may include: Turkish|in|22.225|22.86|47.3075|40.64|207.3275|27.94|45.72|84.7725|130.4925|w|m|cm|l|l|l|br
629993a0da2e6179b41e20bc5f666120|8764c922d792e1b418a3cca4f8dc01f8|152.4|19.685|50.8|154.94|91.44|Inch|right|right|Brown|right|22|female|10|19|Caucasian|possible ancestry may include: Turkish|in|15.875|18.0975|38.1|21.9075|194.31|21.9075|40.3225|84.7725|130.81|w|f|cm|r|r|r|br
92c08bfae43328e218bb8bb66d0e9a72|5b96477ccce605e4a4ded6b6bf0f6931|153.67|22.86|58.42|157.48|96.52|Inch|left|left|Blue|left|13|female|8|22|African American|possible ancestry may include: Ethiopian|in|16.51|15.24|39.37|34.29|152.4|19.685|46.355|90.17|115.57|b|f|cm|l|l|l|bl
448246f05cc1bd4128b33465736ceecc|89ef50937da644537ff6b0617aa19b30|167.64|19.685|53.34|177.8|99.06|Inch|right|left|Brown|right|19|male|10|15|Asian|possible ancestry may include: Vietnamiese|in|18.415|19.685|45.72|24.13|213.36|26.67|41.275|87.63|139.7|a|m|cm|l|r|r|br
18a53b0cfa2bcde3c1d12e74a2e10268|3fce10bbeef92f3fcf4937defb21c93e|167.5|25|58|158|102|cm|right|left|blue|right|21|male|9|8|white|NA|cm|19.5|22|38.5|38.5|211|24|46.5|95.75|127|w|m|cm|l|r|r|bl
18a53b0cfa2bcde3c1d12e74a2e10268|6a7c9f8d886b5f55dede69fdd6cfbd9d|172.5|22.5|60.7|174.5|102|cm|right|left|blue|right|25|male|7|11|white|NA|cm|20|20.15|41.75|24.75|218.25|25.25|51.25|101.25|133|w|m|cm|l|r|r|bl
18a53b0cfa2bcde3c1d12e74a2e10268|857efaebd410cc6683fb9e077e78222f|182.5|23|62.5|183.5|106|cm|left|NA|brown|left|25|male|7|10|latino|NA|cm|19.75|22.5|43|22.75|221.75|26|44|100|144.75|l|m|cm|NA|l|l|br
18a53b0cfa2bcde3c1d12e74a2e10268|4c86080cbd757fa1edd60b453d88c744|189|22|58|185.8|114|cm|right|right|grey|right|23|male|8|12|white|NA|cm|19.75|22.45|45.4|31|239|26.3|54.25|110.5|155.5|w|m|cm|r|r|r|g
18a53b0cfa2bcde3c1d12e74a2e10268|705374c66ddd3501ccffd1d54655411a|182|23.5|59|182.5|114|cm|right|right|blue|right|21|male|7|13|white|NA|cm|20.4|21.9|46.5|26.75|229.75|26.05|50.75|113|146.5|w|m|cm|r|r|r|bl
18a53b0cfa2bcde3c1d12e74a2e10268|0fee659d076b30c1c9fbd0ee7da70afb|180.5|22|63|177.5|111|cm|right|right|brown|right|20|male|6|14|white|NA|cm|19.7|23|44.25|26|226|26.6|51.5|107.25|144|w|m|cm|r|r|r|br
18a53b0cfa2bcde3c1d12e74a2e10268|315231a7937b3434f3161307f49d491b|172.085|22.86|59.69|168.91|97.79|in|right|NA|blue|right|55|male|6|11|white|possible ancestry may include: irish|in|18.415|22.86|45.72|23.495|208.915|26.9875|48.26|97.155|137.16|w|m|cm|NA|r|r|bl
18a53b0cfa2bcde3c1d12e74a2e10268|9f1e5a14a0baf69bc7d5d658ddb53338|157.48|20.32|54.61|152.4|92.71|in|right|right|green|left|53|female|6|12|white|NA|in|17.78|19.05|40.64|19.05|194.945|22.86|44.45|88.9|124.46|w|f|cm|r|r|l|gr
18a53b0cfa2bcde3c1d12e74a2e10268|d770a59f57acae2bf7e703192ba8ee50|154.94|21.59|57.15|152.4|85.09|in|right|right|brown|right|20|non-binary|6|12|asian|possible ancestry may include: korean|in|18.415|17.4625|41.275|24.765|187.325|21.59|40.64|83.185|123.825|a|o|cm|r|r|r|br
18a53b0cfa2bcde3c1d12e74a2e10268|ce29d8c585d5abd57d61abc6d1cef92a|177.5|24|60.5|181.5|109|cm|left|right|brown|right|26|male|5|10|asian|NA|cm|19.35|19.1|41.75|26|221.75|25.5|51|106.5|137.5|a|m|cm|r|l|r|br
0185c7c2eed9d48197953305a817c8b1|0c22828099b789d62a96fc1f87928f43|185|23|59|196|NA|cm|right|right|hazel|right|28|male|9|16|white|na|cm|19|24|49|23|244|27|46|103|144|w|m|cm|r|r|r|ha
0185c7c2eed9d48197953305a817c8b1|e821ba1edb9dc0a445b61d8ce702052a|188|22.5|59|187|NA|cm|right|right|blue|right|25|male|10|12|white|na|cm|19.5|20.5|46.5|22|240|26|45|101|145|w|m|cm|r|r|r|bl
0185c7c2eed9d48197953305a817c8b1|6b34fe24ac2ff8103f6fce1f0da2ef57|184|24|58.5|183|NA|cm|right|right|blue|right|24|male|7|14|white|na|cm|21|22.5|47.5|25|236|26|46|105.5|141|w|m|cm|r|r|r|bl
0185c7c2eed9d48197953305a817c8b1|0f91a4e5bcb75e278d54f8cca555cc4b|173|22|57|173|NA|cm|right|right|hazel|right|50|female|8|10|white|na|cm|17|21|43|21|216|24|45|99|143.5|w|f|cm|r|r|r|ha
0185c7c2eed9d48197953305a817c8b1|10c7ccc7a4f0aff03c915c485565b9da|178|24|60|183|NA|cm|right|right|blue|right|52|male|8|11|white|na|cm|21|24|45|20.5|223.5|27|49|101|147|w|m|cm|r|r|r|bl
0185c7c2eed9d48197953305a817c8b1|559a7f208866f0063b1ea8d5ca2ee816|160|23.5|55|165|NA|cm|right|right|blue|right|29|female|8|13|native american|na|cm|17.25|21.25|40.75|21.25|207|23.25|40.5|95.5|122|nat|f|cm|r|r|r|bl
0185c7c2eed9d48197953305a817c8b1|a1361cb85be840d6a2d762c68e4910e2|184.5|24|56|190.5|NA|cm|right|right|brown|right|21|male|9|7|white|na|cm|20|20|NA|29|236|28|47|95.75|146|w|m|cm|r|r|r|br
0185c7c2eed9d48197953305a817c8b1|e6d9c335f6aa36754461e4dd4db30274|165|23|56|167.5|NA|cm|right|right|brown|right|27|female|10|10|white italian|na|cm|18|18|43|20.5|206|23.75|43|99|127|w|f|cm|r|r|r|br
0185c7c2eed9d48197953305a817c8b1|d6ba0682d75eb986237fb6b594f8a31f|180.5|21.5|58.5|185.5|NA|cm|left|right|brown|right|32|male|10|10|japanese italian|na|cm|19|22|46|25.5|228.5|26.5|53.5|99.25|137|ji|m|cm|r|l|r|br
0185c7c2eed9d48197953305a817c8b1|5844a15e76563fedd11840fd6f40ea7b|158|23|56|163|NA|cm|right|right|brown|right|25|female|8|12|white|na|cm|17|19|40|20|210|23|43|96|120|w|f|cm|r|r|r|br
b16ae1eae8d7351e997e8faf1f734d2c|6d7edc4358342d5ef92c052cb7c82057|163.8|20.8|27.2|171.4|98.5|cm|left|right|blue|left|22|female|10|-2209020960|caucasain|possible ancerstry may include: German, Czech|cm|17.35|21.8|44.8|28.15|209.75|22.65|41.85|91.25|123.35|w|f|cm|r|l|l|bl
b16ae1eae8d7351e997e8faf1f734d2c|bba47c925f1a291bc29bd58d19877c27|167.6|21|57.7|165.8|101.6|cm|right|left|blue|right|25|female|8|-2209034400|caucasain|possible ancerstry may include: German, Czech|cm|17.35|19.9|41.8|30.35|206|21.85|42.25|99.85|127.2|w|f|cm|l|r|r|bl
b16ae1eae8d7351e997e8faf1f734d2c|90e69f264a8c970f3222cf85e08425aa|166.9|20.8|57.1|157.226|100.3|cm|right|left|brown|right|25|female|7|-2209043580|caucasain|possible ancerstry may include: European|cm|16.85|16.95|39.45|23.55|198.35|22.15|52.05|92.05|126.3|w|f|cm|l|r|r|br
b16ae1eae8d7351e997e8faf1f734d2c|3591727d81b72b421c3725c3b109f713|160.2|21.59|57.1|161.5|92.7|cm|left|right|blue|right|55|female|9|-2209023660|caucasain|possible ancerstry may include: Norweigen, Swedish|cm|17.75|19.95|42.8|26.55|199.65|38.75|24.55|96.75|122.8|w|f|cm|r|l|r|bl
b16ae1eae8d7351e997e8faf1f734d2c|9f719255d46dd8b9b07935d891dc5295|189.4|21.3|64.1|175.1|106.5|cm|right|left|blue|right|55|male|9|-2209040100|caucasain|possible ancerstry may include: Czech, Polish|cm|19.3|23.2|45.1|36.55|222.35|28.9|57.6|101.1|144.5|w|m|cm|l|r|r|bl
b16ae1eae8d7351e997e8faf1f734d2c|2abb1295467cadf82cc69cc385c8db49|165.7|21.7|55.4|163.6|99.8|cm|right|right|brown|right|22|female|8|-2209030620|caucasain|possible ancerstry may include: Swedish, German|cm|15.25|19.65|40.75|29.25|203.9|21.75|40.95|98.6|124.9|w|f|cm|r|r|r|br
b16ae1eae8d7351e997e8faf1f734d2c|887bdcd0dc6901a24f30b41cff267176|166.6|20.1|59.2|169.7|102.4|cm|right|left|green|right|22|female|8|-2209045080|caucasain|possible ancerstry may include: Italina, English Irish, Lithuanian|cm|16.45|18.2|41.7|29.95|207.7|24.15|49.9|90.65|130.3|w|f|cm|l|r|r|gr
b16ae1eae8d7351e997e8faf1f734d2c|90436fcf8fdad8e75690525f0e8a9018|176.8|20.1|56.4|175.3|105.3|cm|right|left|brown|right|21|female|8|-2209038540|caucasain|possible ancerstry may include: Greek|cm|16.65|18.95|44.2|32.3|211.25|25.65|50.8|87.8|131.75|w|f|cm|l|r|r|br
b16ae1eae8d7351e997e8faf1f734d2c|20e2e65e5810267125bf97cb235becec|180.6|20.5|59.4|169.6|105.4|cm|right|right|blue|right|25|female|7|-2209041600|caucasain|possible ancerstry may include: Scandanavian, Swedish, Norweigen, Danish|cm|175.2|21.35|41.9|32.05|216.05|25.25|54.35|96.7|139.95|w|f|cm|r|r|r|bl
b16ae1eae8d7351e997e8faf1f734d2c|ea6212772478ee71edd91f89af72c134|172.2|19.1|57.4|173.4|105.6|cm|right|right|hazel|left|26|female|7|-2209037820|caucasain|possible ancerstry may include: Irish, British|cm|17.6|17.85|43.25|30.05|210.2|24.9|47.8|91.7|131.05|w|f|cm|r|r|l|ha
d22301490fef91bdc398d00a35c7b790|6c1a5b12d4bd24ab2966ee3f04252c40|188|24.5|58.5|156.5|113.75|cm|left|right|green|left|53|male|9.5|NA|white|scotish heritage|cm|20.25|22.1|44.75|22.75|232.5|28.75|46.25|112.5|144.75|w|m|cm|r|l|l|gr
fd540e43a7112f833051d2ed1fdbbbf0|281879078eb44eb9abee3125dfdf224a|170.18|25.4|57.785|171.5|100.5|cm|right|right|blue|both|53|male|10|20|white|danish heritage|cm|18.75|19.5|46.125|26.75|218.44|22.25|45.61|92.75|140.5|w|m|cm|r|r|b|bl
fd540e43a7112f833051d2ed1fdbbbf0|7ec6624767095490c469559de77ae043|154.94|20.955|55.245|154.94|87.63|cm|right|right|brown|right|49|female|9.5|15|asian|Laos|cm|19.5925|19.8425|40.82|22.625|200.9775|24.384|40.8825|93.24|125.23|a|f|cm|r|r|r|br
fd540e43a7112f833051d2ed1fdbbbf0|c943d1e478cf04dd55706758ca7307a1|164.465|20.955|56.1|161.29|101.5|cm|left|left|brown|left|20|female|9.5|18|asian|Laos/Korean/American|cm|18.57375|18.89125|43.18|19.3675|203.04125|21.59|41.275|94.79|123.19|a|f|cm|l|l|l|br
59944aec47699b65f6a93c79913f64cd|87b84e65079f3a08a474971aa7f355ed|177.8|22.86|58.5|185.42|110.75|cm|right|right|blue|right|40|male|9.5|NA|white|Norweign heritage|cm|20.0025|22.38375|44.60875|26.19375|230.66375|27.6225|45.085|110.49|134.62|w|m|cm|r|r|r|bl
59944aec47699b65f6a93c79913f64cd|948afe5abf536d9099fd9a93bfa0c54a|158.75|18.415|50.5|154.94|96|cm|right|right|blue|right|11|female|9|NA|white|Norweign heritage|cm|16.98625|19.05|39.6875|22.86|207.9625|23.97125|40.64|99.06|121.285|w|f|cm|r|r|r|bl
59944aec47699b65f6a93c79913f64cd|53ab2cb9fc172ed0b05789e1cc597e2e|133.35|19.05|48.75|133.35|82|cm|right|right|blue|right|7|male|9.5|NA|white|Norweign heritage|cm|15.24|17.30375|33.02|17.78|167.64|21.11375|36.195|78.74|99.3775|w|m|cm|r|r|r|bl
d441d1e30322901bf7caeee33f0ee9af|5d2dadc6682bf48ce49de8a5015a76bc|176.53|21.59|58.25|180.34|107.5|cm|right|right|green|right|43|male|8|NA|white|NA|cm|19.685|22.86|42.545|28.575|227.33|25.4|41.91|101.2825|133.985|w|m|cm|r|r|r|gr
d441d1e30322901bf7caeee33f0ee9af|63f4ed4ecc6dd8196b024634aaba8207|171.45|20.32|55.5|170.18|114|cm|right|right|blue|right|42|female|8|NA|white|NA|cm|17.78|18.0975|38.735|28.575|219.075|24.13|43.18|95.885|133.985|w|f|cm|r|r|r|bl
d441d1e30322901bf7caeee33f0ee9af|8962eb6c602258f23fd34ece0f1a2504|162.56|20.32|53|165.1|98.5|cm|right|right|blue|right|13|female|8|NA|white|NA|cm|17.4625|18.7325|38.735|28.2575|212.725|21.59|39.37|95.25|126.6825|w|f|cm|r|r|r|bl
